panel_id,occurrence_id,primary_cell_id,legacy_cell_id,cell_label,selection_context,source_pointer,inherited_context,batch_family_counts,excluded_duplicate_aliases,configuration
full_granularity_ladder,OCC-3546a2e234d53f00,CELL-bf27f7b0b5950bff,CELL-d1e26f7a6e608b0b,scalar|3e-4,reported cell context,/panels/full_granularity_ladder/cells/19,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""cfr2"":3,""rs"":5}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""scalar"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-4"",""network"":""ResNet18""}"
full_granularity_ladder,OCC-11497b8a1c60e20a,CELL-c186c31272408dde,CELL-432a64da064fe058,scalar|3e-5,reported cell context,/panels/full_granularity_ladder/cells/20,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""rs"":5}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""scalar"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-5"",""network"":""ResNet18""}"
full_granularity_ladder,OCC-cace545b12a6a008,CELL-c2f46468af9172dc,CELL-9b8d6f5131711744,weightwise|1e-3,reported cell context,/panels/full_granularity_ladder/cells/21,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""kt2"":1,""wm9"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""weightwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
full_granularity_ladder,OCC-17a2cb9fde9ec84e,CELL-e22f221645803f6a,CELL-e734aee643213886,weightwise|1e-4,reported cell context,/panels/full_granularity_ladder/cells/22,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""tw0"":3,""wm9"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""weightwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-4"",""network"":""ResNet18""}"
full_granularity_ladder,OCC-f6b98adb9fe1b502,CELL-c969838b030171ec,CELL-815eacffd078dd14,weightwise|1e-5,reported cell context,/panels/full_granularity_ladder/cells/23,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""wm9"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""weightwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-5"",""network"":""ResNet18""}"
full_granularity_ladder,OCC-405fa9e426a5fdcf,CELL-8b117306bab7ed87,CELL-31e83e3cef885748,weightwise|3e-4,reported cell context,/panels/full_granularity_ladder/cells/24,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""wm9"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""weightwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-4"",""network"":""ResNet18""}"
full_granularity_ladder,OCC-3393c0dec49f6192,CELL-6ccf0cb959c18b73,CELL-9c8f23e150a91525,weightwise|3e-5,reported cell context,/panels/full_granularity_ladder/cells/25,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""wm9"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""weightwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-5"",""network"":""ResNet18""}"
full_granularity_ladder,OCC-98ae1dfe007eb755,CELL-67d40635149a74cf,CELL-bdc928a53cf88971,scalar|1e-4,"observed peak; same observations reused, no new runs",/panels/full_granularity_ladder/observed_peaks/0,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""ms"":3,""rs"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""scalar"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-4"",""network"":""ResNet18""}"
full_granularity_ladder,OCC-6aa660639000e15e,CELL-beb416afc1464186,CELL-6d58ecfb92c8b01b,resnet18_blocks|1e-4,"observed peak; same observations reused, no new runs",/panels/full_granularity_ladder/observed_peaks/1,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""at1"":3,""rs"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""resnet18_blocks"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-4"",""network"":""ResNet18""}"
full_granularity_ladder,OCC-51ad16e251b8cc9e,CELL-ae169def1ee99c55,CELL-ad878b96dfd33e20,layerwise|1e-4,"observed peak; same observations reused, no new runs",/panels/full_granularity_ladder/observed_peaks/2,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""hz9"":3,""ms"":3,""rs"":2,""tw0"":3}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-4"",""network"":""ResNet18""}"
full_granularity_ladder,OCC-a33900feac201c98,CELL-8c21eb0a607508b6,CELL-361ebf902e21d8b0,nodewise|3e-4,"observed peak; same observations reused, no new runs",/panels/full_granularity_ladder/observed_peaks/3,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""ar1"":3,""at1"":3,""hz9"":4,""rs"":1}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""nodewise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-4"",""network"":""ResNet18""}"
full_granularity_ladder,OCC-2fadc7439003aef3,CELL-e22f221645803f6a,CELL-e734aee643213886,weightwise|1e-4,"observed peak; same observations reused, no new runs",/panels/full_granularity_ladder/observed_peaks/4,"{""scope"":""Current complete canonical C10 SGDm/Lion a0=1e-3 corpus, cQ1 selection with explicitly flagged duplicate aliases collapsed; descriptive multi-batch cells. This changes nodewise1e-4 n32 to n29 but not the selected peak. Each peak selected over available canonical rungs, not a new registered comparison. Means differ from frozen old tables as the corpus grew.""}","{""tw0"":3,""wm9"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""weightwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-4"",""network"":""ResNet18""}"
weightwise_tuning,OCC-a020ad79ab033134,CELL-870f35d699c9482d,CELL-b8f54f9eb6b50713,ResNet18|CIFAR10|100|weightwise|SGDm|Lion|1e-3|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/weightwise_tuning/wm9_cells/0,"{""guard_result"":""tw0 100-epoch follow-up reports zero recorded occupancy in all 9 runs; closes wm9’s short-budget guard extrapolation, CORRECTIONS104.2."",""registered_result"":""W2 REFUTED; grid argmax interior by W1b, but W1 peak location UNDECIDED. Never call 1e-4 the resolved optimum.""}","{""wm9"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""weightwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
weightwise_tuning,OCC-202772af760b7254,CELL-f743e4347b50bd9a,CELL-264c8aba9cd9c7fc,ResNet18|CIFAR10|100|weightwise|SGDm|Lion|1e-4|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/weightwise_tuning/wm9_cells/1,"{""guard_result"":""tw0 100-epoch follow-up reports zero recorded occupancy in all 9 runs; closes wm9’s short-budget guard extrapolation, CORRECTIONS104.2."",""registered_result"":""W2 REFUTED; grid argmax interior by W1b, but W1 peak location UNDECIDED. Never call 1e-4 the resolved optimum.""}","{""wm9"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""weightwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-4"",""network"":""ResNet18""}"
weightwise_tuning,OCC-9f623f2900f62240,CELL-c969838b030171ec,CELL-815eacffd078dd14,ResNet18|CIFAR10|100|weightwise|SGDm|Lion|1e-5|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/weightwise_tuning/wm9_cells/2,"{""guard_result"":""tw0 100-epoch follow-up reports zero recorded occupancy in all 9 runs; closes wm9’s short-budget guard extrapolation, CORRECTIONS104.2."",""registered_result"":""W2 REFUTED; grid argmax interior by W1b, but W1 peak location UNDECIDED. Never call 1e-4 the resolved optimum.""}","{""wm9"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""weightwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-5"",""network"":""ResNet18""}"
weightwise_tuning,OCC-4c8efa63c30b5358,CELL-8b117306bab7ed87,CELL-31e83e3cef885748,ResNet18|CIFAR10|100|weightwise|SGDm|Lion|3e-4|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/weightwise_tuning/wm9_cells/3,"{""guard_result"":""tw0 100-epoch follow-up reports zero recorded occupancy in all 9 runs; closes wm9’s short-budget guard extrapolation, CORRECTIONS104.2."",""registered_result"":""W2 REFUTED; grid argmax interior by W1b, but W1 peak location UNDECIDED. Never call 1e-4 the resolved optimum.""}","{""wm9"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""weightwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-4"",""network"":""ResNet18""}"
weightwise_tuning,OCC-6b7bb66fde64cb17,CELL-6ccf0cb959c18b73,CELL-9c8f23e150a91525,ResNet18|CIFAR10|100|weightwise|SGDm|Lion|3e-5|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/weightwise_tuning/wm9_cells/4,"{""guard_result"":""tw0 100-epoch follow-up reports zero recorded occupancy in all 9 runs; closes wm9’s short-budget guard extrapolation, CORRECTIONS104.2."",""registered_result"":""W2 REFUTED; grid argmax interior by W1b, but W1 peak location UNDECIDED. Never call 1e-4 the resolved optimum.""}","{""wm9"":2}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""weightwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""3e-5"",""network"":""ResNet18""}"
weightwise_tuning,OCC-2b26d762aa679966,CELL-f38790a60bb821b6,CELL-6e774a46f5a78298,ResNet18|CIFAR10|100|layerwise|SGDm|Lion|1e-4|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/weightwise_tuning/tw0_guard_followup_cells/0,"{""guard_result"":""tw0 100-epoch follow-up reports zero recorded occupancy in all 9 runs; closes wm9’s short-budget guard extrapolation, CORRECTIONS104.2."",""registered_result"":""W2 REFUTED; grid argmax interior by W1b, but W1 peak location UNDECIDED. Never call 1e-4 the resolved optimum.""}","{""tw0"":3}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-4"",""network"":""ResNet18""}"
weightwise_tuning,OCC-2d87db06f9816749,CELL-db0572a2e1cc0562,CELL-76432c8b2b1224d9,ResNet18|CIFAR10|100|nodewise|SGDm|Lion|1e-4|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/weightwise_tuning/tw0_guard_followup_cells/1,"{""guard_result"":""tw0 100-epoch follow-up reports zero recorded occupancy in all 9 runs; closes wm9’s short-budget guard extrapolation, CORRECTIONS104.2."",""registered_result"":""W2 REFUTED; grid argmax interior by W1b, but W1 peak location UNDECIDED. Never call 1e-4 the resolved optimum.""}","{""tw0"":3}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""nodewise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-4"",""network"":""ResNet18""}"
weightwise_tuning,OCC-51df0a5ead7cea0b,CELL-bebf4defad7f23ba,CELL-b6a05754a82c1b90,ResNet18|CIFAR10|100|weightwise|SGDm|Lion|1e-4|1e-3|1|1|-15:-2.3026||na|na|100,reported cell context,/panels/weightwise_tuning/tw0_guard_followup_cells/2,"{""guard_result"":""tw0 100-epoch follow-up reports zero recorded occupancy in all 9 runs; closes wm9’s short-budget guard extrapolation, CORRECTIONS104.2."",""registered_result"":""W2 REFUTED; grid argmax interior by W1b, but W1 peak location UNDECIDED. Never call 1e-4 the resolved optimum.""}","{""tw0"":3}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-15:-2.3026"",""dataset"":""CIFAR10"",""epochs_requested"":""100"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""weightwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-4"",""network"":""ResNet18""}"
horizon_reversal,OCC-daa2335fbdc9470e,CELL-2cb65e1dbf11b2a5,CELL-d9b5dd2a31e33ec7,br6:layerwise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/0/cells/br6/layerwise,"{""end_epoch"":10,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""br6"":4}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-30:2.0"",""dataset"":""CIFAR10"",""epochs_requested"":""40"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
horizon_reversal,OCC-7219ea78617cd645,CELL-de8b5e1ef8a112fa,CELL-03c1e8eeec8c5e11,br6:nodewise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/0/cells/br6/nodewise,"{""end_epoch"":10,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""br6"":4}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-30:2.0"",""dataset"":""CIFAR10"",""epochs_requested"":""40"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""nodewise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
horizon_reversal,OCC-b41c376228f863c2,CELL-b3c4bb55aa6deedf,CELL-1f21e8f6992c1f3a,bl5:layerwise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/0/cells/bl5/layerwise,"{""end_epoch"":10,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""bl5"":3}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-30:0.0"",""dataset"":""CIFAR10"",""epochs_requested"":""40"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
horizon_reversal,OCC-1bba420615f62ff5,CELL-af6d8480c6c97eef,CELL-d49a484f4f7912cf,bl5:nodewise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/0/cells/bl5/nodewise,"{""end_epoch"":10,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""bl5"":3}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-30:0.0"",""dataset"":""CIFAR10"",""epochs_requested"":""40"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""nodewise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
horizon_reversal,OCC-b694e0d29677448c,CELL-331cb3a4f8560074,CELL-d9b5dd2a31e33ec7,br6:layerwise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/1/cells/br6/layerwise,"{""end_epoch"":15,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""br6"":4}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-30:2.0"",""dataset"":""CIFAR10"",""epochs_requested"":""40"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
horizon_reversal,OCC-4107ab476aa655ef,CELL-86a44d795a629a1c,CELL-03c1e8eeec8c5e11,br6:nodewise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/1/cells/br6/nodewise,"{""end_epoch"":15,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""br6"":4}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-30:2.0"",""dataset"":""CIFAR10"",""epochs_requested"":""40"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""nodewise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
horizon_reversal,OCC-ea743af7f3a64857,CELL-0b8b80fef3541a6a,CELL-1f21e8f6992c1f3a,bl5:layerwise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/1/cells/bl5/layerwise,"{""end_epoch"":15,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""bl5"":3}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-30:0.0"",""dataset"":""CIFAR10"",""epochs_requested"":""40"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
horizon_reversal,OCC-a4fb9f82d3eac025,CELL-9702dd94caf7cd89,CELL-d49a484f4f7912cf,bl5:nodewise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/1/cells/bl5/nodewise,"{""end_epoch"":15,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""bl5"":3}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-30:0.0"",""dataset"":""CIFAR10"",""epochs_requested"":""40"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""nodewise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
horizon_reversal,OCC-e95de5e8611eeadc,CELL-3a7a22b8535cf72d,CELL-d9b5dd2a31e33ec7,br6:layerwise,trajectory window on existing runs,/panels/horizon_reversal/shared_ms/2/cells/br6/layerwise,"{""end_epoch"":20,""registered_result"":""T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."",""scope"":""Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments.""}","{""br6"":4}",,"{""alpha0"":""1e-3"",""augment"":""1"",""base"":""SGDm"",""batch_size"":""100"",""beta_clip"":""-30:2.0"",""dataset"":""CIFAR10"",""epochs_requested"":""40"",""eta_ratio"":""na"",""gamma"":""1"",""granularity"":""layerwise"",""hier"":"""",""lam"":""na"",""meta"":""Lion"",""meta_stepsize"":""1e-3"",""network"":""ResNet18""}"
