panel_id,source_pointer,value_type,value
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/1/node_minus_lay,float,1.088000000000008
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/2/family,str,br6
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/2/seed,int,2
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/2/node_minus_lay,float,1.2480000000000047
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/3/family,str,br6
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/3/seed,int,3
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/3/node_minus_lay,float,1.3900000000000006
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/4/family,str,bl5
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/4/seed,int,0
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/4/node_minus_lay,float,0.9839999999999947
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/5/family,str,bl5
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/5/seed,int,1
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/5/node_minus_lay,float,1.6200000000000045
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/6/family,str,bl5
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/6/seed,int,2
horizon_reversal,/panels/horizon_reversal/shared_ms/5/paired_within_family_differences/6/node_minus_lay,float,1.1899999999999977
horizon_reversal,/panels/horizon_reversal/shared_ms/5/node_minus_lay/n,int,7
horizon_reversal,/panels/horizon_reversal/shared_ms/5/node_minus_lay/mean,float,1.2580000000000016
horizon_reversal,/panels/horizon_reversal/shared_ms/5/node_minus_lay/sd,float,0.20734512292311255
horizon_reversal,/panels/horizon_reversal/shared_ms/5/node_minus_lay/sem,float,0.07836909011666768
horizon_reversal,/panels/horizon_reversal/shared_ms/5/node_minus_lay/min,float,0.9839999999999947
horizon_reversal,/panels/horizon_reversal/shared_ms/5/node_minus_lay/max,float,1.6200000000000045
horizon_reversal,/panels/horizon_reversal/individually_tuned/0/end_epoch,int,10
horizon_reversal,/panels/horizon_reversal/individually_tuned/0/node_minus_lay/a,str,nodewise
horizon_reversal,/panels/horizon_reversal/individually_tuned/0/node_minus_lay/b,str,layerwise
horizon_reversal,/panels/horizon_reversal/individually_tuned/0/node_minus_lay/difference_pp,float,3.444400000000009
horizon_reversal,/panels/horizon_reversal/individually_tuned/0/node_minus_lay/unpaired_seed_sem_pp,float,0.3309316545753819
horizon_reversal,/panels/horizon_reversal/individually_tuned/0/node_minus_lay/interpretation,str,a minus b; SE excludes batch offsets and selection uncertainty
horizon_reversal,/panels/horizon_reversal/individually_tuned/1/end_epoch,int,20
horizon_reversal,/panels/horizon_reversal/individually_tuned/1/node_minus_lay/a,str,nodewise
horizon_reversal,/panels/horizon_reversal/individually_tuned/1/node_minus_lay/b,str,layerwise
horizon_reversal,/panels/horizon_reversal/individually_tuned/1/node_minus_lay/difference_pp,float,1.3491999999999962
horizon_reversal,/panels/horizon_reversal/individually_tuned/1/node_minus_lay/unpaired_seed_sem_pp,float,0.22208556909443833
horizon_reversal,/panels/horizon_reversal/individually_tuned/1/node_minus_lay/interpretation,str,a minus b; SE excludes batch offsets and selection uncertainty
horizon_reversal,/panels/horizon_reversal/individually_tuned/2/end_epoch,int,30
horizon_reversal,/panels/horizon_reversal/individually_tuned/2/node_minus_lay/a,str,nodewise
horizon_reversal,/panels/horizon_reversal/individually_tuned/2/node_minus_lay/b,str,layerwise
horizon_reversal,/panels/horizon_reversal/individually_tuned/2/node_minus_lay/difference_pp,float,0.7844000000000051
horizon_reversal,/panels/horizon_reversal/individually_tuned/2/node_minus_lay/unpaired_seed_sem_pp,float,0.2876987313145488
horizon_reversal,/panels/horizon_reversal/individually_tuned/2/node_minus_lay/interpretation,str,a minus b; SE excludes batch offsets and selection uncertainty
horizon_reversal,/panels/horizon_reversal/individually_tuned/3/end_epoch,int,40
horizon_reversal,/panels/horizon_reversal/individually_tuned/3/node_minus_lay/a,str,nodewise
horizon_reversal,/panels/horizon_reversal/individually_tuned/3/node_minus_lay/b,str,layerwise
horizon_reversal,/panels/horizon_reversal/individually_tuned/3/node_minus_lay/difference_pp,float,0.6700000000000017
horizon_reversal,/panels/horizon_reversal/individually_tuned/3/node_minus_lay/unpaired_seed_sem_pp,float,0.166734279618801
horizon_reversal,/panels/horizon_reversal/individually_tuned/3/node_minus_lay/interpretation,str,a minus b; SE excludes batch offsets and selection uncertainty
horizon_reversal,/panels/horizon_reversal/individually_tuned/4/end_epoch,int,50
horizon_reversal,/panels/horizon_reversal/individually_tuned/4/node_minus_lay/a,str,nodewise
horizon_reversal,/panels/horizon_reversal/individually_tuned/4/node_minus_lay/b,str,layerwise
horizon_reversal,/panels/horizon_reversal/individually_tuned/4/node_minus_lay/difference_pp,float,0.39279999999999404
horizon_reversal,/panels/horizon_reversal/individually_tuned/4/node_minus_lay/unpaired_seed_sem_pp,float,0.12432666648792756
horizon_reversal,/panels/horizon_reversal/individually_tuned/4/node_minus_lay/interpretation,str,a minus b; SE excludes batch offsets and selection uncertainty
horizon_reversal,/panels/horizon_reversal/individually_tuned/5/end_epoch,int,60
horizon_reversal,/panels/horizon_reversal/individually_tuned/5/node_minus_lay/a,str,nodewise
horizon_reversal,/panels/horizon_reversal/individually_tuned/5/node_minus_lay/b,str,layerwise
horizon_reversal,/panels/horizon_reversal/individually_tuned/5/node_minus_lay/difference_pp,float,0.16159999999999286
horizon_reversal,/panels/horizon_reversal/individually_tuned/5/node_minus_lay/unpaired_seed_sem_pp,float,0.19254713708596194
horizon_reversal,/panels/horizon_reversal/individually_tuned/5/node_minus_lay/interpretation,str,a minus b; SE excludes batch offsets and selection uncertainty
horizon_reversal,/panels/horizon_reversal/individually_tuned/6/end_epoch,int,70
horizon_reversal,/panels/horizon_reversal/individually_tuned/6/node_minus_lay/a,str,nodewise
horizon_reversal,/panels/horizon_reversal/individually_tuned/6/node_minus_lay/b,str,layerwise
horizon_reversal,/panels/horizon_reversal/individually_tuned/6/node_minus_lay/difference_pp,float,-0.17560000000000286
horizon_reversal,/panels/horizon_reversal/individually_tuned/6/node_minus_lay/unpaired_seed_sem_pp,float,0.1139038190755682
horizon_reversal,/panels/horizon_reversal/individually_tuned/6/node_minus_lay/interpretation,str,a minus b; SE excludes batch offsets and selection uncertainty
horizon_reversal,/panels/horizon_reversal/individually_tuned/7/end_epoch,int,80
horizon_reversal,/panels/horizon_reversal/individually_tuned/7/node_minus_lay/a,str,nodewise
horizon_reversal,/panels/horizon_reversal/individually_tuned/7/node_minus_lay/b,str,layerwise
horizon_reversal,/panels/horizon_reversal/individually_tuned/7/node_minus_lay/difference_pp,float,-0.49280000000000257
horizon_reversal,/panels/horizon_reversal/individually_tuned/7/node_minus_lay/unpaired_seed_sem_pp,float,0.1392422349720071
horizon_reversal,/panels/horizon_reversal/individually_tuned/7/node_minus_lay/interpretation,str,a minus b; SE excludes batch offsets and selection uncertainty
horizon_reversal,/panels/horizon_reversal/individually_tuned/8/end_epoch,int,90
horizon_reversal,/panels/horizon_reversal/individually_tuned/8/node_minus_lay/a,str,nodewise
horizon_reversal,/panels/horizon_reversal/individually_tuned/8/node_minus_lay/b,str,layerwise
horizon_reversal,/panels/horizon_reversal/individually_tuned/8/node_minus_lay/difference_pp,float,-0.26959999999999695
horizon_reversal,/panels/horizon_reversal/individually_tuned/8/node_minus_lay/unpaired_seed_sem_pp,float,0.12690941651429852
horizon_reversal,/panels/horizon_reversal/individually_tuned/8/node_minus_lay/interpretation,str,a minus b; SE excludes batch offsets and selection uncertainty
horizon_reversal,/panels/horizon_reversal/individually_tuned/9/end_epoch,int,100
horizon_reversal,/panels/horizon_reversal/individually_tuned/9/node_minus_lay/a,str,nodewise
horizon_reversal,/panels/horizon_reversal/individually_tuned/9/node_minus_lay/b,str,layerwise
horizon_reversal,/panels/horizon_reversal/individually_tuned/9/node_minus_lay/difference_pp,float,-0.3603999999999985
horizon_reversal,/panels/horizon_reversal/individually_tuned/9/node_minus_lay/unpaired_seed_sem_pp,float,0.1552597823005036
horizon_reversal,/panels/horizon_reversal/individually_tuned/9/node_minus_lay/interpretation,str,a minus b; SE excludes batch offsets and selection uncertainty
horizon_reversal,/panels/horizon_reversal/scope,str,"Shared ms1e-3: seven differences paired within br6 or bl5, two ceilings. Tuned: n=5 versus5 independent cells, hz9+rs pool licensed historically. Endpoints use matched last5 windows; trajectories are not independent budget experiments."
horizon_reversal,/panels/horizon_reversal/registered_result,str,"T-B replicates the pilot direction, refuting the original headline; −.360 endpoint lies inside the ±.50 materiality band despite 2.32 SE from zero."
horizon_reversal,/panels/horizon_reversal/source_refs/0/path,str,repository/results/c72_hz9_score.txt
horizon_reversal,/panels/horizon_reversal/source_refs/0/line,NoneType,
horizon_reversal,/panels/horizon_reversal/source_refs/0/section,NoneType,
horizon_reversal,/panels/horizon_reversal/source_refs/1/path,str,repository/docs/MASTER-TABLE.md
horizon_reversal,/panels/horizon_reversal/source_refs/1/line,int,39
horizon_reversal,/panels/horizon_reversal/source_refs/1/section,NoneType,
horizon_reversal,/panels/horizon_reversal/source_refs/2/path,str,repository/docs/CORRECTIONS.md
horizon_reversal,/panels/horizon_reversal/source_refs/2/line,int,6693
horizon_reversal,/panels/horizon_reversal/source_refs/2/section,str,115
long_trajectory_pooling,/panels/long_trajectory_pooling/e300/0/end_epoch,int,100
long_trajectory_pooling,/panels/long_trajectory_pooling/e300/1/end_epoch,int,205
long_trajectory_pooling,/panels/long_trajectory_pooling/e300/2/end_epoch,int,300
long_trajectory_pooling,/panels/long_trajectory_pooling/e3a/0/end_epoch,int,100
long_trajectory_pooling,/panels/long_trajectory_pooling/e3a/1/end_epoch,int,205
long_trajectory_pooling,/panels/long_trajectory_pooling/e3a/2/end_epoch,int,300
long_trajectory_pooling,/panels/long_trajectory_pooling/scope,str,"Within each family, three endpoint windows on the SAME 300-epoch runs, n=2 per arm. e300 a0=1e-3; e3a a0=1e-6. Keep additive and shrink distinct."
long_trajectory_pooling,/panels/long_trajectory_pooling/source_refs/0/path,str,repository/docs/MASTER-TABLE.md
long_trajectory_pooling,/panels/long_trajectory_pooling/source_refs/0/line,int,62
long_trajectory_pooling,/panels/long_trajectory_pooling/source_refs/0/section,NoneType,
long_trajectory_pooling,/panels/long_trajectory_pooling/source_refs/1/path,str,repository/docs/MAIN-IDEA-REPORT.md
long_trajectory_pooling,/panels/long_trajectory_pooling/source_refs/1/line,int,65
long_trajectory_pooling,/panels/long_trajectory_pooling/source_refs/1/section,NoneType,
initialization_startup,/panels/initialization_startup/scope,str,Short cells n=1 and multiple arms use full SHRINK; only scalar/plain layerwise are unpooled. a0L is n=2 per matched100-epoch cell. The two budgets are not the same factorial treatment.
initialization_startup,/panels/initialization_startup/source_refs/0/path,str,repository/docs/MASTER-TABLE.md
initialization_startup,/panels/initialization_startup/source_refs/0/line,int,61
initialization_startup,/panels/initialization_startup/source_refs/0/section,NoneType,
abandoned_fixes,/panels/abandoned_fixes/scope,str,"Primary accuracy only. M0 lambda is a per-step decay/time constant, not a clean pooling-strength dial. zpool interior effective-step confound remains. I1 exact schedule is unidentified: do not attribute its effect to an intended cosine."
abandoned_fixes,/panels/abandoned_fixes/source_refs/0/path,str,repository/docs/MASTER-TABLE.md
abandoned_fixes,/panels/abandoned_fixes/source_refs/0/line,int,69
abandoned_fixes,/panels/abandoned_fixes/source_refs/0/section,NoneType,
abandoned_fixes,/panels/abandoned_fixes/source_refs/1/path,str,repository/docs/MASTER-TABLE.md
abandoned_fixes,/panels/abandoned_fixes/source_refs/1/line,int,71
abandoned_fixes,/panels/abandoned_fixes/source_refs/1/section,NoneType,
abandoned_fixes,/panels/abandoned_fixes/source_refs/2/path,str,repository/docs/MASTER-TABLE.md
abandoned_fixes,/panels/abandoned_fixes/source_refs/2/line,int,79
abandoned_fixes,/panels/abandoned_fixes/source_refs/2/section,NoneType,
additive_transfer_curves,/panels/additive_transfer_curves/scope,str,Per-cell curves retain alpha0/network and family composition. R34 proper-initialization full curve absent. R10/R34 small-alpha0 interior maxima contradict the stale “no transfer anywhere” sentence. Argmax comparisons across families inherit batch uncertainty.
additive_transfer_curves,/panels/additive_transfer_curves/source_refs/0/path,str,repository/docs/MASTER-TABLE.md
additive_transfer_curves,/panels/additive_transfer_curves/source_refs/0/line,int,78
additive_transfer_curves,/panels/additive_transfer_curves/source_refs/0/section,NoneType,
additive_transfer_curves,/panels/additive_transfer_curves/source_refs/1/path,str,repository/docs/MASTER-TABLE.md
additive_transfer_curves,/panels/additive_transfer_curves/source_refs/1/line,int,80
additive_transfer_curves,/panels/additive_transfer_curves/source_refs/1/section,NoneType,
additive_transfer_curves,/panels/additive_transfer_curves/source_refs/2/path,str,repository/docs/CORRECTIONS.md
additive_transfer_curves,/panels/additive_transfer_curves/source_refs/2/line,int,6693
additive_transfer_curves,/panels/additive_transfer_curves/source_refs/2/section,str,115
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/proposal,str,"Learn shared and group-specific log step sizes jointly (beta_g = s + d_g); shrink deviations toward the shared scalar, seeking a stable interpolation between scalar and layerwise adaptation."
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/historical_source,str,docs/MAIN-IDEA-REPORT.md introduction; superseded conclusions corrected by MASTER-TABLE section9 and CORRECTIONS141.1.
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/g4m/interior_lift/positive_means,str,first named arm minus second named arm
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/g4m/interior_lift/a,str,g4m-r006-m1e3
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/g4m/interior_lift/b,str,g4m-r0-m1e3
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/g4m/interior_lift/difference_pp,float,0.8213333333333281
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/g4m/interior_lift/empirical_unpaired_seed_se,float,0.07992774514800317
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/g4m/interior_lift/registered_se,NoneType,
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/g4m/interior_lift/registered_se_units,NoneType,
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/g4m/token,str,"REFUTED refers to the hypothesis that r is merely a meta-step dial, not to the existence of the r-peak."
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/g4m/caveat,str,A local additive-operator benefit at alpha0=1e-6; does not validate the original two-level proposal or beat a tuned non-meta baseline.
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/alpha0_1e6_peak/positive_means,str,first named arm minus second named arm
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/alpha0_1e6_peak/a,str,tl1-a6-r01
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/alpha0_1e6_peak/b,str,tl1-a6-plain
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/alpha0_1e6_peak/difference_pp,float,-0.2526666666666699
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/alpha0_1e6_peak/empirical_unpaired_seed_se,float,0.1159789252886558
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/alpha0_1e6_peak/registered_se,NoneType,
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/alpha0_1e6_peak/registered_se_units,NoneType,
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/alpha0_1e3_peak/positive_means,str,first named arm minus second named arm
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/alpha0_1e3_peak/a,str,tl1-a3-r01
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/alpha0_1e3_peak/b,str,tl1-a3-plain
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/alpha0_1e3_peak/difference_pp,float,-0.8193333333333328
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/alpha0_1e3_peak/empirical_unpaired_seed_se,float,0.12043070852384652
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/alpha0_1e3_peak/registered_se,NoneType,
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/alpha0_1e3_peak/registered_se_units,NoneType,
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/token,str,NULL at both alpha0
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/definition,str,PEAK=max(mean plateau5 over partial rho0.03/0.1/0.3)-max(mean over rho0/rho1/plain).
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/twolevel/caveat,str,Fresh local score verifies endpoint arithmetic/ARGS/ENV; missing local tl1 probe files leave mechanism-spread gate unverified in this rerun. Historical record reports NULL.
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/empirical_bayes/primary/positive_means,str,first named arm minus second named arm
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/empirical_bayes/primary/a,str,eb1-ebjs
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/empirical_bayes/primary/b,str,eb1-a1
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/empirical_bayes/primary/difference_pp,float,0.041333333333327005
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/empirical_bayes/primary/empirical_unpaired_seed_se,float,0.11087931377052442
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/empirical_bayes/primary/registered_se,NoneType,
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/empirical_bayes/primary/registered_se_units,NoneType,
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/empirical_bayes/token,str,FAILURE
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/empirical_bayes/success_threshold_pp,float,1.16
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/empirical_bayes/failure_threshold_pp,float,0.3
original_proposal_and_joint_tuning,/panels/original_proposal_and_joint_tuning/empirical_bayes/definition,str,"LIFT=mean(ebjs)-mean(additive r=1), 3seeds each; simultaneous GAP to tuned r0.06 must also be<=0.58 for success."
cau1,/panels/cau1/contrast/positive_means,str,first named arm minus second named arm
cau1,/panels/cau1/contrast/a,str,cau1-lr02
cau1,/panels/cau1/contrast/b,str,cau1-m6t
cau1,/panels/cau1/contrast/difference_pp,float,3.6173333333333204
cau1,/panels/cau1/contrast/empirical_unpaired_seed_se,float,0.27894643054018553
cau1,/panels/cau1/contrast/registered_se,float,0.3647902599439848
cau1,/panels/cau1/contrast/registered_se_units,float,9.916200432239552
cau1,/panels/cau1/parent_config_contrast/positive_means,str,first named arm minus second named arm
cau1,/panels/cau1/parent_config_contrast/a,str,cau1-lr02
cau1,/panels/cau1/parent_config_contrast/b,str,cau1-m6
cau1,/panels/cau1/parent_config_contrast/difference_pp,float,15.115999999999985
cau1,/panels/cau1/parent_config_contrast/empirical_unpaired_seed_se,float,0.43114524492590994
cau1,/panels/cau1/parent_config_contrast/registered_se,float,0.3647902599439848
cau1,/panels/cau1/parent_config_contrast/registered_se_units,float,41.437509878474046
cau1,/panels/cau1/registered_token,str,DEFICIT-HOLDS | LADDER:INTERIOR | M*=m6t | SIGMA-PRIOR-DOMINATES | CURVE-DEFICIT | TRAIN-AT-CEILING | ONE-BASELINE-FAMILY | COUNTERWEIGHT-NOT-TESTED | ALPHA0-TWO-CELLS | CIFAR10-ONLY
cau1,/panels/cau1/scope,str,"ResNet18/CIFAR10, AUGMENT=0, 100ep, batch100, fresh seeds50/51/52, one27-run batch. Reproduced read-only Sep14; ingest remains uncommitted."
cau1,/panels/cau1/caveats/0,str,"Method gets only two registered alpha0 cells,1e-6 and3e-4; unaugmented optimum is not bracketed. This is not a tuned-alpha0 comparison."
cau1,/panels/cau1/caveats/1,str,Baseline endpoint best lr0.2; AUC best lr0.01. AUC advantage is selection-sensitive and reverses if measured at endpoint-best rung.
cau1,/panels/cau1/caveats/2,str,Every arm reaches ~100% train accuracy: endpoint contrast is generalization among interpolating solutions.
cau1,/panels/cau1/caveats/3,str,"No result on CIFAR100, other baseline families, unaugmented fixed-step baseline, or granularity."
cau1,/panels/cau1/source,str,analysis/cAU1_unaug_denominator_score.py; CORRECTIONS202 registration and206 launch; original raw outputs+PROVENANCE+runtime witnesses; independent arithmetic in this work script
cdn1,/panels/cdn1/contrast/positive_means,str,first named arm minus second named arm
cdn1,/panels/cdn1/contrast/a,str,cdn1-lr01
cdn1,/panels/cdn1/contrast/b,str,cdn1-m
cdn1,/panels/cdn1/contrast/difference_pp,float,5.699333333333328
cdn1,/panels/cdn1/contrast/empirical_unpaired_seed_se,float,0.24950796023819277
cdn1,/panels/cdn1/contrast/registered_se,float,0.3032
cdn1,/panels/cdn1/contrast/registered_se_units,float,18.79727352682496
cdn1,/panels/cdn1/registered_token,str,BELOW-BY-A-LOT; USABLE
cdn1,/panels/cdn1/scope,str,"ResNet18_c100, CIFAR100, AUGMENT=1, batch100, 100ep, 3 seeds/arm, one batch. SGD ladder [0.01,0.02,0.05,0.1,0.2,0.3]; 200ep SGD is separate secondary."
cdn1,/panels/cdn1/meta_recipe,str,"SGDm base / Lion meta, chunk771, ms1e-4, alpha0=1e-3, beta clip -15:-2.3026; in-batch replicate of historical gm2-ch best cell."
cdn1,/panels/cdn1/baseline_recipe,str,"SGD momentum0.9 wd5e-4, cosine warmup1000 total50000; 200ep total100000."
cdn1,/panels/cdn1/source,str,"analysis/cdn2_denominator_score.py; CORRECTIONS 171,175; MASTER-TABLE row155"
cdn1,/panels/cdn1/caveats/0,str,"Ladder tunes LR only, at fixed wd and momentum; does not establish globally optimal baseline."
cdn1,/panels/cdn1/caveats/1,str,"Raw log cross-check and working cdn2 scorer agree. Original cdn1 scorer is frozen broken, not the scoring source."
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/0/batch,str,cc1
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/0/contrast/a,str,cc1:chunk777
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/0/contrast/b,str,cc1:nodewise
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/0/contrast/difference_pp,float,0.7266666666666737
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/0/contrast/unpaired_seed_sem_pp,float,0.2000611017775436
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/0/contrast/interpretation,str,a minus b; SE excludes batch offsets and selection uncertainty
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/0/seed_labels/0,int,3
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/0/seed_labels/1,int,4
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/0/seed_labels/2,int,5
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/1/batch,str,mm1
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/1/contrast/a,str,mm1:chunk777
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/1/contrast/b,str,mm1:nodewise
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/1/contrast/difference_pp,float,0.48533333333334383
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/1/contrast/unpaired_seed_sem_pp,float,0.16130440511998204
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/1/contrast/interpretation,str,a minus b; SE excludes batch offsets and selection uncertainty
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/1/seed_labels/0,int,0
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/1/seed_labels/1,int,1
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/1/seed_labels/2,int,2
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/2/batch,str,pp1
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/2/contrast/a,str,pp1:chunk777
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/2/contrast/b,str,pp1:nodewise
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/2/contrast/difference_pp,float,0.5806666666666729
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/2/contrast/unpaired_seed_sem_pp,float,0.14136163238697708
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/2/contrast/interpretation,str,a minus b; SE excludes batch offsets and selection uncertainty
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/2/seed_labels/0,int,0
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/2/seed_labels/1,int,1
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/2/seed_labels/2,int,2
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/3/batch,str,gn1
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/3/contrast/a,str,gn1:chunk777
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/3/contrast/b,str,gn1:nodewise
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/3/contrast/difference_pp,float,0.5870000000000033
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/3/contrast/unpaired_seed_sem_pp,float,0.15322858741109724
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/3/contrast/interpretation,str,a minus b; SE excludes batch offsets and selection uncertainty
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/3/seed_labels/0,int,0
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/3/seed_labels/1,int,1
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/3/seed_labels/2,int,2
count_matched_four_submissions,/panels/count_matched_four_submissions/submissions/3/seed_labels/3,int,3
count_matched_four_submissions,/panels/count_matched_four_submissions/metric,str,"PRIMARY plateau5, chunk777 minus nodewise, in percentage points."
count_matched_four_submissions,/panels/count_matched_four_submissions/scope,str,"R18/C10 SGDm/Lion, alpha0=1e-3, ms=1e-4, 100 epochs. Group count is approximately matched: nodewise14420 versus chunk77714421 (difference one group, not byte-identical group count)."
count_matched_four_submissions,/panels/count_matched_four_submissions/uncertainty,str,"Each contrast uses unpaired empirical cell SEM sqrt(sd_chunk²/n_chunk+sd_node²/n_node). Four submissions share seed labels: cc1{3,4,5}; mm1/pp1{0,1,2}; gn1{0,1,2,3}. At most two submissions have mutually disjoint seed sets; do not present four independent replications or an independent pooled SEM."
count_matched_four_submissions,/panels/count_matched_four_submissions/source_refs/0/path,str,repository/docs/CORRECTIONS.md
count_matched_four_submissions,/panels/count_matched_four_submissions/source_refs/0/line,int,7795
count_matched_four_submissions,/panels/count_matched_four_submissions/source_refs/0/section,str,122
count_matched_four_submissions,/panels/count_matched_four_submissions/source_refs/1/path,str,repository/docs/CORRECTIONS.md
count_matched_four_submissions,/panels/count_matched_four_submissions/source_refs/1/line,int,8004
count_matched_four_submissions,/panels/count_matched_four_submissions/source_refs/1/section,NoneType,
