collection,panel_id,panel_title,entry_ids,metric,units,scope,notes,evidence_level,panel_source_ids,evidence_file,evidence_json_pointer,dataset_id,filename,role,row_count,column_count,sha256
mechanism,contiguity_mass,Coarse mass fails; contiguity remains confounded,MT153 | MT154,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.","cpg1 kG and cpr1 kS both have3,956,288parameters in the coarse group. | That exact-mass comparison is CROSS-BATCH; show the batch labels. | CONTIGUITY-OPERATIVE remains observationally equivalent to a tensor-membership rival.",raw epoch reconstruction,S0341 | S0342 | S0343 | S0344 | S0345,publication-workspace/work/full_mechanism_evidence.json,/panels/contiguity_mass/rows,mechanism.contiguity_mass.per_seed,mechanism__contiguity_mass__per_seed.csv,per_seed,18,34,87c5346901d38b7ee8115108bf44d734a02c2f8fd4cf9bd3d6a95023c7cef986
mechanism,contiguity_mass,Coarse mass fails; contiguity remains confounded,MT153 | MT154,Raw per-epoch test and train accuracy,accuracy percent; epoch is the raw zero-based epoch index,"`cpg1`, 15 runs, 100 ep | `CONV2` check, **ZERO GPU**, nothing scored or ingested; corpus 2,638 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.","cpg1 kG and cpr1 kS both have3,956,288parameters in the coarse group. | That exact-mass comparison is CROSS-BATCH; show the batch labels. | CONTIGUITY-OPERATIVE remains observationally equivalent to a tensor-membership rival.",raw epoch reconstruction,S0341 | S0342 | S0343 | S0344 | S0345,publication-workspace/work/full_mechanism_evidence.json,/panels/contiguity_mass; /batches/*/runs,mechanism.contiguity_mass.epoch_curves,mechanism__contiguity_mass__epoch_curves.csv,epoch_curves,1800,13,778182484ef25dee64d372ab549d519e8625b9ebcfb6d4af9b668aa837c314ef
mechanism,clamp_cliff,The k49/k50 cliff survives clamp release,MT143,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`cts2`, 12 runs, 100 ep","C:canonical clamp; R:released lower rail with the registered upper rail unchanged. | Cliff sizes k49−k50:25.1627pp clamped,24.7673pp released; interaction+.3953pp.",raw epoch reconstruction,S0358 | S0359 | S0360,publication-workspace/work/full_mechanism_evidence.json,/panels/clamp_cliff/rows,mechanism.clamp_cliff.arm_summary,mechanism__clamp_cliff__arm_summary.csv,arm_summary,4,42,cab9d7f99eab55efcecb1184568e49361134841f20b4b1b98c9e998a2eed1131
mechanism,clamp_cliff,The k49/k50 cliff survives clamp release,MT143,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`cts2`, 12 runs, 100 ep | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.","C:canonical clamp; R:released lower rail with the registered upper rail unchanged. | Cliff sizes k49−k50:25.1627pp clamped,24.7673pp released; interaction+.3953pp.",raw epoch reconstruction,S0358 | S0359 | S0360,publication-workspace/work/full_mechanism_evidence.json,/panels/clamp_cliff/rows,mechanism.clamp_cliff.per_seed,mechanism__clamp_cliff__per_seed.csv,per_seed,12,34,7f15c1a9bc0f6260fd95406c869d3a1d9d106f3a547a6d7a65b6eb4c1f3c203d
mechanism,clamp_cliff,The k49/k50 cliff survives clamp release,MT143,Raw per-epoch test and train accuracy,accuracy percent; epoch is the raw zero-based epoch index,"`cts2`, 12 runs, 100 ep | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.","C:canonical clamp; R:released lower rail with the registered upper rail unchanged. | Cliff sizes k49−k50:25.1627pp clamped,24.7673pp released; interaction+.3953pp.",raw epoch reconstruction,S0358 | S0359 | S0360,publication-workspace/work/full_mechanism_evidence.json,/panels/clamp_cliff; /batches/*/runs,mechanism.clamp_cliff.epoch_curves,mechanism__clamp_cliff__epoch_curves.csv,epoch_curves,1200,13,30b7045da9474a86d827eb6dfa33e6a33a9a879c53e998589bbd73c899b41dff
mechanism,legacy_clamp_controls,Why the old released controls did not settle the question,MT144,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)","tc1 cells VOID-OCCUPANCY; fine arms still hit the lowered wall. | ub9 is augment0; contrast withPP/pp is cross-batch/account and moves both rails. | Use as an audit table, not a clean causal clamp estimate.",raw epoch reconstruction,S0400 | S0401 | S0402 | S0403 | S0404 | S0405,publication-workspace/work/full_mechanism_evidence.json,/panels/legacy_clamp_controls/rows,mechanism.legacy_clamp_controls.arm_summary,mechanism__legacy_clamp_controls__arm_summary.csv,arm_summary,15,42,97c41199576ff37293d2cf052869ec2ae6808e998583ece3fa1723109350d9ff
mechanism,legacy_clamp_controls,Why the old released controls did not settle the question,MT144,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.","tc1 cells VOID-OCCUPANCY; fine arms still hit the lowered wall. | ub9 is augment0; contrast withPP/pp is cross-batch/account and moves both rails. | Use as an audit table, not a clean causal clamp estimate.",raw epoch reconstruction,S0400 | S0401 | S0402 | S0403 | S0404 | S0405,publication-workspace/work/full_mechanism_evidence.json,/panels/legacy_clamp_controls/rows,mechanism.legacy_clamp_controls.per_seed,mechanism__legacy_clamp_controls__per_seed.csv,per_seed,39,34,7827f861a73015ae65e9b05acc25cd0283ec9c066c6abf380114232896222789
mechanism,legacy_clamp_controls,Why the old released controls did not settle the question,MT144,Raw per-epoch test and train accuracy,accuracy percent; epoch is the raw zero-based epoch index,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.","tc1 cells VOID-OCCUPANCY; fine arms still hit the lowered wall. | ub9 is augment0; contrast withPP/pp is cross-batch/account and moves both rails. | Use as an audit table, not a clean causal clamp estimate.",raw epoch reconstruction,S0400 | S0401 | S0402 | S0403 | S0404 | S0405,publication-workspace/work/full_mechanism_evidence.json,/panels/legacy_clamp_controls; /batches/*/runs,mechanism.legacy_clamp_controls.epoch_curves,mechanism__legacy_clamp_controls__epoch_curves.csv,epoch_curves,3900,13,867e9cd97bec208fdec0bde9ac5f334dee4e1a0c1032fe5dd5061f271c7eac7b
mechanism,later_floor_release,Later within-batch floor-release controls,MT144,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501)","CIFAR-10, alpha0=1e-3; cfr1 meta-stepsize1e-3, cfr2 meta-stepsize3e-4. | Only lower rail changes:-15→-80; upper rail stays-2.3026. | cfr1 DID+.0320pp; cfr2 DID−.3240pp. cfr2 constrains rather than eliminates clamp contribution.",raw epoch reconstruction,S0400 | S0401 | S0402 | S0403 | S0404 | S0405,publication-workspace/work/full_mechanism_evidence.json,/panels/later_floor_release/rows,mechanism.later_floor_release.arm_summary,mechanism__later_floor_release__arm_summary.csv,arm_summary,8,42,3953626b902faf83d5a04a05f00502583d8f5369ef63c1576892c439f421deef
mechanism,later_floor_release,Later within-batch floor-release controls,MT144,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.","CIFAR-10, alpha0=1e-3; cfr1 meta-stepsize1e-3, cfr2 meta-stepsize3e-4. | Only lower rail changes:-15→-80; upper rail stays-2.3026. | cfr1 DID+.0320pp; cfr2 DID−.3240pp. cfr2 constrains rather than eliminates clamp contribution.",raw epoch reconstruction,S0400 | S0401 | S0402 | S0403 | S0404 | S0405,publication-workspace/work/full_mechanism_evidence.json,/panels/later_floor_release/rows,mechanism.later_floor_release.per_seed,mechanism__later_floor_release__per_seed.csv,per_seed,24,34,d299ba51114bdce72abd3a2d20c1506453b5ed88d57829318339ded973cd3f90
mechanism,later_floor_release,Later within-batch floor-release controls,MT144,Raw per-epoch test and train accuracy,accuracy percent; epoch is the raw zero-based epoch index,"`cN1`/`cN2`, **ZERO GPU**, 0 rows ingested (corpus unchanged at 2,501) | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.","CIFAR-10, alpha0=1e-3; cfr1 meta-stepsize1e-3, cfr2 meta-stepsize3e-4. | Only lower rail changes:-15→-80; upper rail stays-2.3026. | cfr1 DID+.0320pp; cfr2 DID−.3240pp. cfr2 constrains rather than eliminates clamp contribution.",raw epoch reconstruction,S0400 | S0401 | S0402 | S0403 | S0404 | S0405,publication-workspace/work/full_mechanism_evidence.json,/panels/later_floor_release; /batches/*/runs,mechanism.later_floor_release.epoch_curves,mechanism__later_floor_release__epoch_curves.csv,epoch_curves,2400,13,9b7357978d6b24ad5d8a179bb7b435b48c738800c525d7a0912d241ce72f5e15
mechanism,reduction_composition,Per-tensor reweighting changes learning,MT156,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`crn1`, 18 runs, moved off `alice2` and re-submitted on `alice` with all 18 originals cancelled at **0 started, 0 rows**",tn: computes sum_i(z_i/numel_i) inside each group. It is a deliberate change of the estimator. | Only k49/k49n is a clean above-floor pair; k50n failure can amplify the apparent cliff.,raw epoch reconstruction,S0448 | S0449 | S0450,publication-workspace/work/full_mechanism_evidence.json,/panels/reduction_composition/rows,mechanism.reduction_composition.arm_summary,mechanism__reduction_composition__arm_summary.csv,arm_summary,6,42,4e39aa22e8e07b9ee3ceb7a07302ea3b7faaf817e532f51f2c0e9e8c078edc9f
mechanism,reduction_composition,Per-tensor reweighting changes learning,MT156,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`crn1`, 18 runs, moved off `alice2` and re-submitted on `alice` with all 18 originals cancelled at **0 started, 0 rows** | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",tn: computes sum_i(z_i/numel_i) inside each group. It is a deliberate change of the estimator. | Only k49/k49n is a clean above-floor pair; k50n failure can amplify the apparent cliff.,raw epoch reconstruction,S0448 | S0449 | S0450,publication-workspace/work/full_mechanism_evidence.json,/panels/reduction_composition/rows,mechanism.reduction_composition.per_seed,mechanism__reduction_composition__per_seed.csv,per_seed,18,34,c283a2a6e39dd48048a801de1750f129cec316b29ddf54f578936799fcb244ff
mechanism,reduction_composition,Per-tensor reweighting changes learning,MT156,Raw per-epoch test and train accuracy,accuracy percent; epoch is the raw zero-based epoch index,"`crn1`, 18 runs, moved off `alice2` and re-submitted on `alice` with all 18 originals cancelled at **0 started, 0 rows** | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",tn: computes sum_i(z_i/numel_i) inside each group. It is a deliberate change of the estimator. | Only k49/k49n is a clean above-floor pair; k50n failure can amplify the apparent cliff.,raw epoch reconstruction,S0448 | S0449 | S0450,publication-workspace/work/full_mechanism_evidence.json,/panels/reduction_composition; /batches/*/runs,mechanism.reduction_composition.epoch_curves,mechanism__reduction_composition__epoch_curves.csv,epoch_curves,1800,13,08d8eb0944828de53bfdf343ea3cbf4b718c8867a94c1baef0bb764c5b2b1789
mechanism,reduction_composition,Per-tensor reweighting changes learning,MT156,Minuend minus subtrahend TEST plateau5,percentage points,"`crn1`, 18 runs, moved off `alice2` and re-submitted on `alice` with all 18 originals cancelled at **0 started, 0 rows** | Descriptive unpaired SE and paired seed SD/SE are separate; neither substitutes for a registered pooled/prior scoring bar.",tn: computes sum_i(z_i/numel_i) inside each group. It is a deliberate change of the estimator. | Only k49/k49n is a clean above-floor pair; k50n failure can amplify the apparent cliff.,raw epoch reconstruction,S0448 | S0449 | S0450,publication-workspace/work/full_mechanism_evidence.json,/panels/reduction_composition/contrasts,mechanism.reduction_composition.contrasts,mechanism__reduction_composition__contrasts.csv,contrasts,1,16,39e6726c1b0e5ba255a7b592e7f0a0910bb244a41fb44a28c75b683cd8fc279a
mechanism,reduction_composition,Per-tensor reweighting changes learning,MT156,Paired-seed difference in TEST plateau5,percentage points,"`crn1`, 18 runs, moved off `alice2` and re-submitted on `alice` with all 18 originals cancelled at **0 started, 0 rows**",tn: computes sum_i(z_i/numel_i) inside each group. It is a deliberate change of the estimator. | Only k49/k49n is a clean above-floor pair; k50n failure can amplify the apparent cliff.,raw epoch reconstruction,S0448 | S0449 | S0450,publication-workspace/work/full_mechanism_evidence.json,/panels/reduction_composition/contrasts,mechanism.reduction_composition.paired_seed_contrasts,mechanism__reduction_composition__paired_seed_contrasts.csv,paired_seed_contrasts,3,10,4dff1ba736eb3630c789c30d2be82712cdbf1ed55987a1f711c5feda7becc544
mechanism,alpha0_confound,Matched alpha0 contrasts preserve ordering,MT149,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`cU1`, **ZERO GPU**, corpus unchanged at 2,573",Keep batches separate; c100 has2seeds/cell andc100b3. | Retrospective cU1 averages batch means equally; do not accidentally sample-weight2versus3. | cU1 TRAIN companion uses final_train; raw TRAIN plateau5 here is a separately labeled companion.,raw epoch reconstruction,S0481 | S0482 | S0483,publication-workspace/work/full_mechanism_evidence.json,/panels/alpha0_confound/rows,mechanism.alpha0_confound.arm_summary,mechanism__alpha0_confound__arm_summary.csv,arm_summary,12,42,bedb663190490d1ae0fec790bcf7233f128b1462c0aecf783860fff0fac1ef36
mechanism,alpha0_confound,Matched alpha0 contrasts preserve ordering,MT149,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`cU1`, **ZERO GPU**, corpus unchanged at 2,573 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",Keep batches separate; c100 has2seeds/cell andc100b3. | Retrospective cU1 averages batch means equally; do not accidentally sample-weight2versus3. | cU1 TRAIN companion uses final_train; raw TRAIN plateau5 here is a separately labeled companion.,raw epoch reconstruction,S0481 | S0482 | S0483,publication-workspace/work/full_mechanism_evidence.json,/panels/alpha0_confound/rows,mechanism.alpha0_confound.per_seed,mechanism__alpha0_confound__per_seed.csv,per_seed,30,34,301a0c8e0b3b55f397c60fa33bfbb6fbd2d72fb13ccc32541d8ade820aff228e
mechanism,alpha0_confound,Matched alpha0 contrasts preserve ordering,MT149,Raw per-epoch test and train accuracy,accuracy percent; epoch is the raw zero-based epoch index,"`cU1`, **ZERO GPU**, corpus unchanged at 2,573 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",Keep batches separate; c100 has2seeds/cell andc100b3. | Retrospective cU1 averages batch means equally; do not accidentally sample-weight2versus3. | cU1 TRAIN companion uses final_train; raw TRAIN plateau5 here is a separately labeled companion.,raw epoch reconstruction,S0481 | S0482 | S0483,publication-workspace/work/full_mechanism_evidence.json,/panels/alpha0_confound; /batches/*/runs,mechanism.alpha0_confound.epoch_curves,mechanism__alpha0_confound__epoch_curves.csv,epoch_curves,3000,13,67d971eb7b6d47cb351f7a6642dacf80324d7451bfbd7e79edd9b5ca46928773
mechanism,individual_meta_step_tuning,Granularity after individual meta-stepsize tuning,MT157 | MT158,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`cru1`, 60 runs, CIFAR-100/`ResNet18_c100`, 100 ep | `cms1`, **ZERO GPU**, corpus unchanged at 2,740","Separate alpha0 strata. At1e-3, own-tuned gap35.2907pp vs shared1e-3gap47.4607pp. | Atalpha0=1e-6, layerwise optimum is at the largest tested meta-stepsize; no closed optimum. | No F=frozen-beta mechanism claim: raw probes show movement.",raw epoch reconstruction,S0544 | S0545 | S0546 | S0547 | S0548 | S0549,publication-workspace/work/full_mechanism_evidence.json,/panels/individual_meta_step_tuning/rows,mechanism.individual_meta_step_tuning.arm_summary,mechanism__individual_meta_step_tuning__arm_summary.csv,arm_summary,20,42,de01318b12845e91bfdc83c1a8a3931cbeed2372a7db1f40002a1d1d3f76e0e0
mechanism,individual_meta_step_tuning,Granularity after individual meta-stepsize tuning,MT157 | MT158,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`cru1`, 60 runs, CIFAR-100/`ResNet18_c100`, 100 ep | `cms1`, **ZERO GPU**, corpus unchanged at 2,740 | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.","Separate alpha0 strata. At1e-3, own-tuned gap35.2907pp vs shared1e-3gap47.4607pp. | Atalpha0=1e-6, layerwise optimum is at the largest tested meta-stepsize; no closed optimum. | No F=frozen-beta mechanism claim: raw probes show movement.",raw epoch reconstruction,S0544 | S0545 | S0546 | S0547 | S0548 | S0549,publication-workspace/work/full_mechanism_evidence.json,/panels/individual_meta_step_tuning/rows,mechanism.individual_meta_step_tuning.per_seed,mechanism__individual_meta_step_tuning__per_seed.csv,per_seed,60,34,0114fef9b1577852fe6b71f49272c0d52b6f008a1a40591fb397b9920f0020af
mechanism,individual_meta_step_tuning,Granularity after individual meta-stepsize tuning,MT157 | MT158,Raw per-epoch test and train accuracy,accuracy percent; epoch is the raw zero-based epoch index,"`cru1`, 60 runs, CIFAR-100/`ResNet18_c100`, 100 ep | `cms1`, **ZERO GPU**, corpus unchanged at 2,740 | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.","Separate alpha0 strata. At1e-3, own-tuned gap35.2907pp vs shared1e-3gap47.4607pp. | Atalpha0=1e-6, layerwise optimum is at the largest tested meta-stepsize; no closed optimum. | No F=frozen-beta mechanism claim: raw probes show movement.",raw epoch reconstruction,S0544 | S0545 | S0546 | S0547 | S0548 | S0549,publication-workspace/work/full_mechanism_evidence.json,/panels/individual_meta_step_tuning; /batches/*/runs,mechanism.individual_meta_step_tuning.epoch_curves,mechanism__individual_meta_step_tuning__epoch_curves.csv,epoch_curves,6000,13,946024f601d91e3e982cd2df21d082a5c6702c52c4e17d4bc85cb096c363129f
mechanism,tuned_cifar100_denominator,Tuned SGD exceeds the tested MetaOptimize arm,MT155,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`cdn1`, 24 runs, CIFAR-100/`ResNet18_c100`, 100 ep (plus 200 ep), ONE batch so every contrast is WITHIN batch",Separate100- and200-epoch budgets. | cdn1 h2 at100 follows a200-epoch cosine schedule and is not the100-epochlr=.1control. | Frozen broken scorer cdn1 is succeeded by registeredcdn2.,raw epoch reconstruction,S0574 | S0575 | S0576 | S0577,publication-workspace/work/full_mechanism_evidence.json,/panels/tuned_cifar100_denominator/rows,mechanism.tuned_cifar100_denominator.arm_summary,mechanism__tuned_cifar100_denominator__arm_summary.csv,arm_summary,8,42,0a68f5a90b8a5171b685092dfa860ac1be3b9a0dcb8070c27b97e6de14111d93
mechanism,tuned_cifar100_denominator,Tuned SGD exceeds the tested MetaOptimize arm,MT155,"TEST plateau5, percent accuracy",test accuracy percent; differences and SD/SE in percentage points,"`cdn1`, 24 runs, CIFAR-100/`ResNet18_c100`, 100 ep (plus 200 ep), ONE batch so every contrast is WITHIN batch | Each row is one run's registered five-epoch mean; sample count across runs appears in arm_summary.",Separate100- and200-epoch budgets. | cdn1 h2 at100 follows a200-epoch cosine schedule and is not the100-epochlr=.1control. | Frozen broken scorer cdn1 is succeeded by registeredcdn2.,raw epoch reconstruction,S0574 | S0575 | S0576 | S0577,publication-workspace/work/full_mechanism_evidence.json,/panels/tuned_cifar100_denominator/rows,mechanism.tuned_cifar100_denominator.per_seed,mechanism__tuned_cifar100_denominator__per_seed.csv,per_seed,24,34,65871a5e386bca2f0815793ed153cfdad2c4d8c637d6b73a5ea27a1607ae9188
mechanism,tuned_cifar100_denominator,Tuned SGD exceeds the tested MetaOptimize arm,MT155,Raw per-epoch test and train accuracy,accuracy percent; epoch is the raw zero-based epoch index,"`cdn1`, 24 runs, CIFAR-100/`ResNet18_c100`, 100 ep (plus 200 ep), ONE batch so every contrast is WITHIN batch | Full available curve retained; registered_horizon and in_registered_plateau5_window identify the primary endpoint. Epoch observations are not independent seeds.",Separate100- and200-epoch budgets. | cdn1 h2 at100 follows a200-epoch cosine schedule and is not the100-epochlr=.1control. | Frozen broken scorer cdn1 is succeeded by registeredcdn2.,raw epoch reconstruction,S0574 | S0575 | S0576 | S0577,publication-workspace/work/full_mechanism_evidence.json,/panels/tuned_cifar100_denominator; /batches/*/runs,mechanism.tuned_cifar100_denominator.epoch_curves,mechanism__tuned_cifar100_denominator__epoch_curves.csv,epoch_curves,2700,13,85fe77ce7c3766730c546c94bfcaabc032af4831c95dec79afaf5c0373d2bf2e
mechanism,sign_disagreement,Disagreement does not locate the accuracy peak,MT159,Sign disagreement across reconstructed 100-meta-step windows,fraction of determinate windows; counts are windows,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | seed_rate_stats uses sampleSD andSE across three per-seed window rates. Windows are not independent seeds. Pooled rate uses determinate-window counts and can differ from an unweighted seed mean. All k=1..61 are retained. Primary is the harness-faithful unweighted sum of per-tensor terms; numel_control additionally weights each tensor term by parameter count.","Rates are WINDOW rates, not per-step rates. | Virtual regrouping of layerwise dynamics is distinct from running eachm=2partition. | Do not claim global monotonicity; terminalk61rebounds. | SEEDS-DISAGREE means seeds disagree with the predicted location. | The retrospective primary at its original registration uses onlycru1seeds15–17. Do not silently add laterctd1/ciso1probes when reproducing the historical claim.",independent raw reconstruction from retrieved historical cru1 layerwise probes; no scorer imported or executed,S0581 | S0582 | S0583 | S0584,publication-workspace/work/full_mechanism_evidence.json,/panels/sign_disagreement/full_curve,mechanism.sign_disagreement.full_61_cut_curve,mechanism__sign_disagreement__full_61_cut_curve.csv,full_61_cut_curve,122,16,033f7aab301b17dbf7d8984a201d41b02740654e70c0e11d55940a8e5c2cdcfe
mechanism,sign_disagreement,Disagreement does not locate the accuracy peak,MT159,Per-seed sign-disagreement window rate,fraction of determinate windows; counts are windows,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | cru1 layerwise seeds 15,16,17; virtual regrouping, not 61 executed two-group runs.","Rates are WINDOW rates, not per-step rates. | Virtual regrouping of layerwise dynamics is distinct from running eachm=2partition. | Do not claim global monotonicity; terminalk61rebounds. | SEEDS-DISAGREE means seeds disagree with the predicted location. | The retrospective primary at its original registration uses onlycru1seeds15–17. Do not silently add laterctd1/ciso1probes when reproducing the historical claim.",independent raw reconstruction from retrieved historical cru1 layerwise probes; no scorer imported or executed,S0581 | S0582 | S0583 | S0584,publication-workspace/work/full_mechanism_evidence.json,/panels/sign_disagreement/full_curve/*/*/per_seed,mechanism.sign_disagreement.full_61_cut_per_seed,mechanism__sign_disagreement__full_61_cut_per_seed.csv,full_61_cut_per_seed,366,11,0902afc48a19d2453d14083fb0b84c77221860fd66d88fac6ac383c40bc3263f
mechanism,sign_disagreement,Disagreement does not locate the accuracy peak,MT159,Rounded historical primary window-disagreement table,fraction,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | Historical rounded values retained for comparison with the full raw reconstruction. Blank SD/SE were not reported.","Rates are WINDOW rates, not per-step rates. | Virtual regrouping of layerwise dynamics is distinct from running eachm=2partition. | Do not claim global monotonicity; terminalk61rebounds. | SEEDS-DISAGREE means seeds disagree with the predicted location. | The retrospective primary at its original registration uses onlycru1seeds15–17. Do not silently add laterctd1/ciso1probes when reproducing the historical claim.",independent raw reconstruction from retrieved historical cru1 layerwise probes; no scorer imported or executed,S0581 | S0582 | S0583 | S0584,publication-workspace/work/full_mechanism_evidence.json,/panels/sign_disagreement/documented_rows,mechanism.sign_disagreement.documented_11_cut_values,mechanism__sign_disagreement__documented_11_cut_values.csv,documented_11_cut_values,11,8,372edc869aa7432542ab85379cb9bfc9913a18e63a7f54089d40d0bb8da15b38
mechanism,sign_disagreement,Disagreement does not locate the accuracy peak,MT159,Rounded historical per-seed window-disagreement table,fraction,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested","Rates are WINDOW rates, not per-step rates. | Virtual regrouping of layerwise dynamics is distinct from running eachm=2partition. | Do not claim global monotonicity; terminalk61rebounds. | SEEDS-DISAGREE means seeds disagree with the predicted location. | The retrospective primary at its original registration uses onlycru1seeds15–17. Do not silently add laterctd1/ciso1probes when reproducing the historical claim.",independent raw reconstruction from retrieved historical cru1 layerwise probes; no scorer imported or executed,S0581 | S0582 | S0583 | S0584,publication-workspace/work/full_mechanism_evidence.json,/panels/sign_disagreement/documented_rows/*/documented_per_seed,mechanism.sign_disagreement.documented_11_cut_per_seed,mechanism__sign_disagreement__documented_11_cut_per_seed.csv,documented_11_cut_per_seed,33,6,959d1afdb8ec51ccab41e8cf0195bfd7017bd87628e62c78c9cd2ba79f0e0f41
mechanism,sign_disagreement,Disagreement does not locate the accuracy peak,MT159,Historical narrative point claims,fraction,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | The narrative179.4 says floor.0414 at53–57, but its tabulatedk55 is.0441. Preserve tabulated11-cut values; do not fabricate an interpolated full curve.","Rates are WINDOW rates, not per-step rates. | Virtual regrouping of layerwise dynamics is distinct from running eachm=2partition. | Do not claim global monotonicity; terminalk61rebounds. | SEEDS-DISAGREE means seeds disagree with the predicted location. | The retrospective primary at its original registration uses onlycru1seeds15–17. Do not silently add laterctd1/ciso1probes when reproducing the historical claim.",independent raw reconstruction from retrieved historical cru1 layerwise probes; no scorer imported or executed,S0581 | S0582 | S0583 | S0584,publication-workspace/work/full_mechanism_evidence.json,/panels/sign_disagreement/other_documented_points,mechanism.sign_disagreement.historical_narrative_points,mechanism__sign_disagreement__historical_narrative_points.csv,historical_narrative_points,11,6,1323c2c39e9959da167e2d72e0342e55f4a98ee2cd8db9e636ad4c15f11bce20
mechanism,sign_disagreement,Disagreement does not locate the accuracy peak,MT159,Historical correlation and maximum-location summaries,see row units,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested","Rates are WINDOW rates, not per-step rates. | Virtual regrouping of layerwise dynamics is distinct from running eachm=2partition. | Do not claim global monotonicity; terminalk61rebounds. | SEEDS-DISAGREE means seeds disagree with the predicted location. | The retrospective primary at its original registration uses onlycru1seeds15–17. Do not silently add laterctd1/ciso1probes when reproducing the historical claim.",independent raw reconstruction from retrieved historical cru1 layerwise probes; no scorer imported or executed,S0581 | S0582 | S0583 | S0584,publication-workspace/work/full_mechanism_evidence.json,/panels/sign_disagreement,mechanism.sign_disagreement.location_statistics,mechanism__sign_disagreement__location_statistics.csv,location_statistics,9,7,a510571837ff28168a18ea30ba1bbe83e68e41b98a9fd1e41070447440103fa5
mechanism,sign_disagreement,Disagreement does not locate the accuracy peak,MT159,Recorded two-group trajectory: step and window disagreement,step/window counts; corresponding determinate fraction,"**ZERO GPU**, from probe traces on disk; nothing submitted or ingested | Descriptive cross-check only: one seed,12epochs; primary evidence remains the100-epoch window analysis. Onlyk49is the directly executed partition; otherks virtually regroup its recorded trajectory.","Rates are WINDOW rates, not per-step rates. | Virtual regrouping of layerwise dynamics is distinct from running eachm=2partition. | Do not claim global monotonicity; terminalk61rebounds. | SEEDS-DISAGREE means seeds disagree with the predicted location. | The retrospective primary at its original registration uses onlycru1seeds15–17. Do not silently add laterctd1/ciso1probes when reproducing the historical claim.",independent raw reconstruction from retrieved historical cru1 layerwise probes; no scorer imported or executed,S0581 | S0582 | S0583 | S0584,publication-workspace/work/full_mechanism_evidence.json,/panels/sign_disagreement/true_m2_crosscheck/full_curve,mechanism.sign_disagreement.true_m2_crosscheck_61_cuts,mechanism__sign_disagreement__true_m2_crosscheck_61_cuts.csv,true_m2_crosscheck_61_cuts,61,15,7174836c1a273114b33b35e5b2bdf35938b6b5e1a4350cb3d3169f8d024780fa
