batch,arm,label,group_index_1based,tensor_count,source_ids,scope,units
cbl1,c62,c62,51,1,S0040 | S0041 | S0042,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,c62,c62,52,1,S0040 | S0041 | S0042,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,c62,c62,53,1,S0040 | S0041 | S0042,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,c62,c62,54,1,S0040 | S0041 | S0042,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,c62,c62,55,1,S0040 | S0041 | S0042,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,c62,c62,56,1,S0040 | S0041 | S0042,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,c62,c62,57,1,S0040 | S0041 | S0042,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,c62,c62,58,1,S0040 | S0041 | S0042,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,c62,c62,59,1,S0040 | S0041 | S0042,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,c62,c62,60,1,S0040 | S0041 | S0042,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,c62,c62,61,1,S0040 | S0041 | S0042,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,c62,c62,62,1,S0040 | S0041 | S0042,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,b17,b17,1,17,S0043 | S0044 | S0045,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,b17,b17,2,45,S0043 | S0044 | S0045,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,b45,b45,1,45,S0046 | S0047 | S0048,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,b45,b45,2,17,S0046 | S0047 | S0048,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,b55,b55,1,55,S0049 | S0050 | S0051,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,b55,b55,2,7,S0049 | S0050 | S0051,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,b60,b60,1,60,S0052 | S0053 | S0054,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
cbl1,b60,b60,2,2,S0052 | S0053 | S0054,"`cbl1`, 33 runs, CIFAR-100/`ResNet18_c100`, `ms=1e-3`, `alpha0=1e-6`, 100 ep, ONE batch | Tensor counts are distinct from parameter-coordinate mass.",tensors
